Estado,Município,Estação ,Ano de Data,Mês de Data,Dia de Data,Data,IQAR,NumeroIQAR,Poluente,Tipo de cálculo,Tipo de monitoramento
MG,Belo Horizonte,Centro - Av. do Contorno,2017,fevereiro,14,14/02/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,fevereiro,16,16/02/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,fevereiro,21,21/02/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,fevereiro,22,22/02/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,1,01/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,2,02/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,6,06/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,9,09/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,10,10/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,13,13/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,15,15/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,18,18/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,23,23/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,25,25/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,27,27/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,29,29/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,30,30/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,31,31/03/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,1,01/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,2,02/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,4,04/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,6,06/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,7,07/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,8,08/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,9,09/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,10,10/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,11,11/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,20,20/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,26,26/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,30,30/04/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,8,08/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,14,14/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,20,20/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,21,21/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,23,23/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,27,27/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,28,28/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,29,29/05/2017,Boa,2,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,abril,22,22/04/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,abril,28,28/04/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,1,01/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,11,11/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,12,12/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,17,17/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,23,23/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,31,31/05/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,1,01/06/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,3,03/06/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,6,06/06/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,22,22/06/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,23,23/06/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,11,11/07/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,13,13/07/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,17,17/07/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,26,26/07/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,29,29/08/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,30,30/08/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,4,04/09/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,5,05/09/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,12,12/09/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,13,13/09/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,29,29/09/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,5,05/10/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,14,14/10/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,19,19/10/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,novembro,7,07/11/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,novembro,8,08/11/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,dezembro,26,26/12/2016,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,janeiro,20,20/01/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,janeiro,21,21/01/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,24,24/03/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,março,28,28/03/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,5,05/04/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,12,12/04/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,13,13/04/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,27,27/04/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,2,02/05/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,6,06/05/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,9,09/05/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,10,10/05/2017,Boa,4,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,18,18/05/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,7,07/06/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,7,07/07/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,18,18/08/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,15,15/09/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,dezembro,6,06/12/2016,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,7,07/05/2017,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,15,15/05/2017,Boa,6,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,7,07/10/2016,Boa,8,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,abril,3,03/04/2017,Boa,10,SO2,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,6,06/06/2016,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,7,07/06/2016,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,16,16/07/2016,Boa,39,MP10,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,abril,8,08/04/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,16,16/05/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,28,28/05/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,29,29/05/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,24,24/06/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,9,09/07/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,28,28/07/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,29,29/07/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,2,02/08/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,3,03/08/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,9,09/08/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,26,26/08/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,27,27/08/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,17,17/09/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,23,23/09/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,24,24/09/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,19,19/10/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,21,21/10/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,27,27/10/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,dezembro,6,06/12/2016,Boa,26,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,abril,27,27/04/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,27,27/05/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,2,02/06/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,3,03/06/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,23,23/06/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,22,22/07/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,27,27/07/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,4,04/08/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,8,08/09/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,29,29/09/2016,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,14,14/05/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2017,maio,16,16/05/2017,Boa,27,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,30,30/05/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,12,12/06/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,21,21/07/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,16,16/08/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,6,06/10/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,20,20/10/2016,Boa,29,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,4,04/05/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,10,10/05/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,12,12/05/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,18,18/07/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,19,19/08/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,18,18/09/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,outubro,7,07/10/2016,Boa,30,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,8,08/07/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,14,14/07/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,7,07/08/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,16,16/09/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,20,20/09/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,dezembro,7,07/12/2016,Boa,32,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,11,11/05/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,18,18/05/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,7,07/06/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,7,07/07/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,10,10/08/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,15,15/08/2016,Boa,34,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,5,05/06/2016,Boa,35,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,julho,17,17/07/2016,Boa,35,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,setembro,14,14/09/2016,Boa,35,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,17,17/05/2016,Boa,37,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,maio,31,31/05/2016,Boa,37,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,junho,4,04/06/2016,Boa,37,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2016,agosto,8,08/08/2016,Boa,37,MP2.5,Média aritmética de 24h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,24,24/08/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,31,31/08/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,6,06/09/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,18,18/09/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,19,19/09/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,15,15/10/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,27,27/11/2022,DQA (Recomendação OMS),28,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,9,09/03/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,27,27/03/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,maio,24,24/05/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,julho,8,08/07/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,julho,13,13/07/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,14,14/08/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,1,01/10/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,10,10/10/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,25,25/10/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,6,06/11/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,11,11/11/2022,DQA (Recomendação OMS),29,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,4,04/03/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,21,21/03/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,28,28/03/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,abril,2,02/04/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,abril,3,03/04/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,abril,4,04/04/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,maio,28,28/05/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,junho,23,23/06/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,julho,22,22/07/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,5,05/08/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,12,12/08/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,22,22/08/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,29,29/08/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,25,25/09/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,18,18/10/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,13,13/11/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,28,28/11/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,novembro,29,29/11/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,dezembro,8,08/12/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,abril,26,26/04/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,junho,8,08/06/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,junho,14,14/06/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,junho,22,22/06/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,junho,26,26/06/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,agosto,4,04/08/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,12,12/09/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,setembro,16,16/09/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,outubro,14,14/10/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,dezembro,29,29/12/2022,DQA (Recomendação OMS),30,O3,Máxima média de 8h,Automática
MG,Belo Horizonte,Centro - Av. do Contorno,2022,março,18,18/03/2022,DQA (Recomendação OMS),31,O3,Máxima média de 8h,Automática
